,POSITION,HEIGHT,WEIGHT,PLAYER,AGE,Injury Status,INJURY COUNT,GAMES MISSED,INJURY TYPE,TEAM
555,D,"5'11""",176,Guay Nicolas,20,Not Injured,,,,
556,D,"6'0""",204,Gudas Radko,29,Not Injured,,,,
557,D,"6'2""",229,Gudbranson Alexander,24,Not Injured,,,,
558,D,"6'5""",217,Gudbranson Erik,27,Injured,2.0,2.0,Back,Vancouver
559,D,"6'5""",217,Gudbranson Erik,27,Injured,2.0,3.0,Neck,Vancouver
560,LW,"5'11""",180,Guentzel Jake,24,Not Injured,,,,
561,D,"6'2""",197,Guhle Brendan,21,Injured,1.0,14.0,Oblique,Anaheim
562,D,"6'2""",198,Gunnarsson Carl,32,Injured,3.0,10.0,Knee,St. Louis
563,D,"6'2""",198,Gunnarsson Carl,32,Injured,3.0,20.0,Upper body,St. Louis
564,D,"6'2""",198,Gunnarsson Carl,32,Injured,3.0,24.0,Upper body,St. Louis
565,RW,"6'3""",195,Gurianov Denis,22,Not Injured,,,,
566,LW,"5'11""",181,Gusev Nikita,26,Not Injured,,,,
567,D,"6'0""",197,Gustafsson Erik,27,Not Injured,,,,
568,G,"6'2""",185,Gustavsson Filip,21,Not Injured,,,,
569,LW,"5'11""",186,Hagelin Carl,30,Injured,1.0,20.0,Knee,Los Angeles
570,D,"6'2""",204,Hagg Robert,24,Not Injured,,,,
571,D,"6'3""",205,Hainsey Ron,38,Not Injured,,,,
572,D,"6'2""",196,Hajek Libor,21,Injured,1.0,14.0,Shoulder,NY Rangers
573,G,"5'11""",185,Halak Jaroslav,34,Not Injured,,,,
574,C,"5'11""",205,Haley Micheal,33,Not Injured,,,,
575,LW,"6'1""",205,Hall Taylor,27,Injured,2.0,47.0,Knee,New Jersey
576,LW,"6'1""",205,Hall Taylor,27,Injured,2.0,2.0,Lower body,New Jersey
577,D,"6'1""",204,Hamhuis Dan,36,Injured,2.0,9.0,Lower body,Nashville
578,D,"6'1""",204,Hamhuis Dan,36,Injured,2.0,14.0,Lower body,Nashville
579,D,"6'6""",229,Hamilton Dougie,26,Not Injured,,,,
580,C,"6'1""",195,Hamilton Freddie,27,Not Injured,,,,
581,C,"5'11""",182,Hamilton Wacey,28,Not Injured,,,,
582,G,"6'2""",215,Hammond Andrew,31,Not Injured,,,,
583,D,"6'2""",205,Hamonic Travis,28,Injured,2.0,8.0,Facial,Calgary
584,D,"6'2""",205,Hamonic Travis,28,Injured,2.0,1.0,Lower body,Calgary
585,D,"6'3""",215,Hanifin Noah,22,Not Injured,,,,
586,D,"5'11""",191,Hanley Joel,28,Not Injured,,,,
587,D,"5'11""",200,Hanna Shane,25,Not Injured,,,,
588,LW,"6'1""",200,Hannikainen Markus,26,Injured,1.0,6.0,Upper body,Columbus
589,RW,"6'1""",198,Hansen Jannik,33,Not Injured,,,,
590,D,"6'1""",185,Hansson Niklas,24,Not Injured,,,,
591,C,"6'6""",230,Hanzal Martin,32,Injured,3.0,1.0,Back,Dallas
592,C,"6'6""",230,Hanzal Martin,32,Injured,3.0,29.0,Back,Dallas
593,C,"6'6""",230,Hanzal Martin,32,Injured,3.0,45.0,Back,Dallas
594,D,"6'6""",222,Harpur Ben,24,Injured,1.0,4.0,Shoulder,Ottawa
595,D,"6'2""",207,Harrington Scott,26,Injured,1.0,2.0,Concussion,Columbus
596,G,"6'2""",181,Hart Carter,20,Injured,1.0,7.0,Ankle,Philadelphia
597,RW,"6'0""",181,Hartman Ryan,24,Not Injured,,,,
598,LW,"6'2""",215,Hartnell Scott,37,Not Injured,,,,
599,RW,"6'2""",210,Hathaway Garnet,27,Not Injured,,,,
600,C,"6'0""",193,Haula Erik,28,Injured,1.0,67.0,Lower body,Vegas
601,C,"5'11""",196,Hawryluk Jayce,23,Injured,1.0,4.0,Lower body,Florida
602,RW,"6'3""",215,Hayden John,24,Not Injured,,,,
603,RW,"6'5""",215,Hayes Jimmy,29,Not Injured,,,,
604,C,"6'5""",216,Hayes Kevin,27,Injured,1.0,9.0,Upper body,NY Rangers
605,C,"6'1""",190,Hayton Barrett,19,Not Injured,,,,
606,D,"6'4""",225,Heatherington Dillon,24,Not Injured,,,,
607,D,"6'6""",223,Hedman Victor,28,Injured,3.0,1.0,Lower body,Tampa Bay
608,D,"6'6""",223,Hedman Victor,28,Injured,3.0,4.0,Upper body,Tampa Bay
609,D,"6'6""",223,Hedman Victor,28,Injured,3.0,7.0,Upper body,Tampa Bay
610,D,"5'11""",180,Heed Tim,28,Not Injured,,,,
611,C,"6'1""",188,Heinen Danton,23,Not Injured,,,,
612,D,"6'1""",185,Heiskanen Miro,19,Not Injured,,,,
613,LW,"6'2""",205,Helewka Adam,23,Not Injured,,,,
614,G,"6'4""",207,Hellebuyck Connor,26,Not Injured,,,,
615,LW,"6'0""",196,Helm Darren,32,Injured,1.0,21.0,Upper body,Detroit
616,RW,"6'0""",177,Hemsky Ales,35,Not Injured,,,,
617,C,"6'0""",211,Hendricks Matt,38,Injured,2.0,6.0,Leg,Minnesota
618,C,"6'0""",211,Hendricks Matt,38,Injured,2.0,3.0,Upper body,Minnesota
619,C,"6'0""",197,Henrique Adam,29,Not Injured,,,,
620,C,"6'2""",215,Hertl Tomas,25,Injured,2.0,3.0,Head,San Jose
621,C,"6'2""",215,Hertl Tomas,25,Injured,2.0,2.0,Lower body,San Jose
622,D,"5'8""",175,Hicketts Joe,23,Not Injured,,,,
623,D,"6'0""",183,Hickey Thomas,30,Injured,1.0,29.0,Upper body,NY Islanders
624,RW,"5'11""",181,Highmore Matthew,23,Not Injured,,,,
625,G,"6'6""",202,Hill Adin,23,Not Injured,,,,
626,C,"5'9""",173,Hinostroza Vinnie,25,Injured,1.0,10.0,Lower body,Arizona/Phoenix
627,LW,"6'3""",215,Hintz Roope,22,Not Injured,,,,
628,LW,"5'10""",165,Hirose Taro,23,Not Injured,,,,
629,C,"6'1""",175,Hischier Nico,20,Injured,2.0,4.0,Upper body,New Jersey
630,C,"6'1""",175,Hischier Nico,20,Injured,2.0,9.0,Upper body,New Jersey
631,D,"6'3""",197,Hjalmarsson Niklas,32,Not Injured,,,,
632,RW,"6'0""",173,Ho-Sang Josh,23,Not Injured,,,,
633,LW,"6'0""",180,Hoffman Mike,29,Not Injured,,,,
634,G,"6'5""",209,Hogberg Marcus,24,Not Injured,,,,
635,D,"6'4""",201,Hogstrom Marcus,30,Not Injured,,,,
636,D,"6'4""",214,Holden Nick,32,Not Injured,,,,
637,D,"6'4""",205,Holl Justin,27,Not Injured,,,,
638,C,"6'2""",205,Holland Peter,28,Not Injured,,,,
639,D,"5'10""",165,Hollowell Mac,20,Not Injured,,,,
640,G,"6'2""",211,Holtby Braden,29,Injured,1.0,2.0,Upper body,Washington
641,D,"6'3""",206,Holzer Korbinian,31,Injured,1.0,42.0,Wrist,Anaheim
642,D,"5'11""",180,Honka Julius,23,Not Injured,,,,
643,RW,"5'11""",189,Hornqvist Patric,32,Injured,3.0,3.0,Concussion,Pittsburgh
644,RW,"5'11""",189,Hornqvist Patric,32,Injured,3.0,4.0,Concussion,Pittsburgh
645,RW,"5'11""",189,Hornqvist Patric,32,Injured,3.0,6.0,Upper body,Pittsburgh
646,C,"6'0""",215,Horvat Bo,24,Not Injured,,,,
647,G,"6'1""",218,Howard Jimmy,35,Injured,1.0,1.0,Back,Detroit
648,C,"6'3""",195,Howden Brett,21,Injured,1.0,15.0,Knee,NY Rangers
649,LW,"6'2""",197,Hrivik Marek,27,Not Injured,,,,
650,D,"6'0""",163,Hronek Filip,21,Not Injured,,,,
651,LW,"6'1""",200,Huberdeau Jonathan,26,Not Injured,,,,
652,LW,"5'10""",196,Hudon Charles,25,Not Injured,,,,
653,D,"5'10""",175,Hughes Quinn,19,Injured,1.0,8.0,Ankle,Vancouver
654,D,"5'9""",187,Hunt Brad,30,Not Injured,,,,
655,LW,"6'0""",201,Hunt Dryden,23,Not Injured,,,,
656,D,"5'11""",200,Hunwick Matt,34,Injured,4.0,1.0,Lower body,Buffalo
657,D,"5'11""",200,Hunwick Matt,34,Injured,4.0,3.0,Lower body,Buffalo
658,D,"5'11""",200,Hunwick Matt,34,Injured,4.0,32.0,Neck,Buffalo
659,D,"5'11""",200,Hunwick Matt,34,Injured,4.0,9.0,Upper body,Buffalo
660,G,"6'3""",205,Husso Ville,24,Not Injured,,,,
661,G,"6'3""",202,Hutchinson Michael,29,Not Injured,,,,
662,D,"6'2""",206,Hutton Ben,26,Injured,1.0,11.0,Foot,Vancouver
663,G,"6'1""",202,Hutton Carter,33,Injured,1.0,1.0,Upper body,Buffalo
664,RW,"5'11""",160,Hyka Tomas,26,Not Injured,,,,
665,LW,"6'1""",209,Hyman Zach,27,Injured,1.0,8.0,Ankle,Toronto
666,LW,"6'0""",188,Iafallo Alex,25,Not Injured,,,,
667,LW,"6'1""",214,Imama Bokondji,22,Not Injured,,,,
668,G,"6'1""",212,Ingram Connor,22,Not Injured,,,,
669,D,"6'1""",207,Irwin Matt,31,Not Injured,,,,
670,D,"6'2""",200,Jacobs Josh,23,Not Injured,,,,
671,C,"6'4""",212,Jankowski Mark,24,Not Injured,,,,
672,C,"6'1""",195,Janmark Mattias,26,Not Injured,,,,
673,D,"6'2""",209,Jardine Sam,25,Not Injured,,,,
674,C,"5'11""",186,Jarnkrok Calle,27,Injured,1.0,3.0,Lower body,Nashville
675,D,"6'3""",201,Jaros Christian,23,Injured,4.0,3.0,Finger,Ottawa
676,D,"6'3""",201,Jaros Christian,23,Injured,4.0,4.0,Hamstring,Ottawa
677,D,"6'3""",201,Jaros Christian,23,Injured,4.0,2.0,Lower body,Ottawa
678,D,"6'3""",201,Jaros Christian,23,Injured,4.0,4.0,Lower body,Ottawa
679,G,"6'2""",194,Jarry Tristan,24,Not Injured,,,,
680,RW,"6'1""",172,Jasek Lukas,21,Not Injured,,,,
681,RW,"6'2""",216,Jaskin Dmitrij,26,Not Injured,,,,
682,LW,"6'2""",207,Jeannot Tanner,22,Not Injured,,,,
683,C,"6'2""",206,Jenner Boone,26,Injured,1.0,3.0,Ankle,Columbus
684,D,"6'0""",194,Jensen Nick,28,Not Injured,,,,
685,D,"5'11""",200,Jerabek Jakub,27,Not Injured,,,,
686,C,"6'3""",218,Johansen Ryan,26,Not Injured,,,,
687,LW,"6'1""",205,Johansson Marcus,28,Injured,3.0,10.0,Lung,Boston
688,LW,"6'1""",205,Johansson Marcus,28,Injured,3.0,1.0,Lower body,New Jersey
689,LW,"6'1""",205,Johansson Marcus,28,Injured,3.0,10.0,Upper body,New Jersey
690,D,"6'4""",225,Johns Stephen,27,Injured,1.0,82.0,Head,Dallas
691,LW,"6'0""",174,Johnson Adam,25,Not Injured,,,,
692,G,"6'1""",205,Johnson Cam,24,Not Injured,,,,
693,G,"6'3""",197,Johnson Chad,33,Injured,1.0,26.0,Head,Anaheim
694,D,"6'4""",225,Johnson Erik,31,Injured,1.0,2.0,Concussion,Colorado
695,D,"6'1""",227,Johnson Jack,32,Not Injured,,,,
696,C,"5'11""",179,Johnson Luke,24,Not Injured,,,,
697,C,"5'8""",183,Johnson Tyler,28,Injured,2.0,1.0,Lower body,Tampa Bay
698,C,"5'8""",183,Johnson Tyler,28,Injured,2.0,1.0,Upper body,Tampa Bay
699,LW,"5'10""",181,Johnsson Andreas,24,Injured,2.0,1.0,Concussion,Toronto
700,LW,"5'10""",181,Johnsson Andreas,24,Injured,2.0,1.0,Leg,Toronto
701,LW,"6'5""",235,Johnston Ross,25,Not Injured,,,,
702,D,"6'0""",193,Jokiharju Henri,20,Not Injured,,,,
703,LW,"6'0""",191,Jokinen Jussi,36,Not Injured,,,,
704,D,"6'1""",194,Jones Caleb,22,Not Injured,,,,
705,G,"6'4""",190,Jones Martin,29,Not Injured,,,,
706,LW,"6'3""",210,Jones Max,21,Not Injured,,,,
707,D,"6'4""",210,Jones Seth,24,Injured,1.0,7.0,Knee,Columbus
708,RW,"6'1""",197,Jooris Josh,28,Not Injured,,,,
709,RW,"6'1""",190,Joseph Mathieu,22,Injured,1.0,6.0,Lower body,Tampa Bay
710,D,"6'1""",201,Josi Roman,29,Not Injured,,,,
711,C,"5'11""",191,Jost Tyson,21,Injured,1.0,4.0,Head,Colorado
712,LW,"6'2""",188,Jurco Tomas,26,Not Injured,,,,
713,D,"6'2""",174,Juulsen Noah,22,Injured,2.0,9.0,Facial,Montreal
714,D,"6'2""",174,Juulsen Noah,22,Injured,2.0,2.0,Upper body,Montreal
715,C,"6'0""",192,Kadri Nazem,28,Injured,1.0,8.0,Concussion,Toronto
716,C,"5'11""",175,Kahun Dominik,24,Not Injured,,,,
717,C,"6'2""",194,Kamenev Vladislav,22,Injured,1.0,52.0,Shoulder,Colorado
718,C,"6'2""",188,Kampf David,24,Injured,2.0,2.0,Facial,Chicago
719,C,"6'2""",188,Kampf David,24,Injured,2.0,12.0,Foot,Chicago
720,D,"5'11""",198,Kampfer Steven,30,Not Injured,,,,
721,LW,"6'2""",210,Kane Evander,27,Injured,1.0,5.0,Mid-body,San Jose
722,RW,"5'10""",177,Kane Patrick,30,Not Injured,,,,
723,RW,"6'1""",192,Kapanen Kasperi,22,Injured,1.0,4.0,Concussion,Toronto
724,D,"6'0""",190,Karlsson Erik,29,Injured,3.0,1.0,Groin,San Jose
725,D,"6'0""",190,Karlsson Erik,29,Injured,3.0,17.0,Groin,San Jose
726,D,"6'0""",190,Karlsson Erik,29,Injured,3.0,9.0,Lower body,San Jose
727,C,"6'0""",180,Karlsson Melker,28,Injured,1.0,3.0,Lower body,San Jose
728,C,"6'1""",189,Karlsson William,26,Not Injured,,,,
729,RW,"5'11""",186,Kase Ondrej,23,Injured,2.0,18.0,Concussion,Anaheim
730,RW,"5'11""",186,Kase Ondrej,23,Injured,2.0,34.0,Shoulder,Anaheim
731,G,"6'3""",194,Kaskisuo Kasimir,25,Not Injured,,,,
732,RW,"6'3""",211,Kassian Zack,28,Injured,1.0,1.0,Neck,Edmonton
733,LW,"6'1""",183,Katchouk Boris,21,Not Injured,,,,
734,D,"6'0""",195,Keeper Brady,23,Not Injured,,,,
735,D,"6'1""",192,Keith Duncan,35,Not Injured,,,,
736,RW,"5'10""",170,Keller Clayton,20,Not Injured,,,,
737,C,"6'0""",190,Kelly Chris,38,Not Injured,,,,
738,C,"6'2""",201,Kempe Adrian,22,Injured,1.0,1.0,Upper body,Los Angeles
739,RW,"6'0""",185,Kempe Mario,30,Injured,1.0,2.0,Upper body,Arizona/Phoenix
740,D,"6'0""",194,Kempny Michal,28,Injured,2.0,8.0,Hamstring,Washington
741,D,"6'0""",194,Kempny Michal,28,Injured,2.0,2.0,Upper body,Washington
742,C,"5'10""",175,Kerfoot Alexander,24,Injured,1.0,4.0,Upper body,Colorado
743,C,"6'0""",185,Kero Tanner,26,Not Injured,,,,
744,C,"6'2""",206,Kesler Ryan,34,Injured,3.0,3.0,Hip,Anaheim
745,C,"6'2""",206,Kesler Ryan,34,Injured,3.0,14.0,Hip,Anaheim
746,C,"6'2""",206,Kesler Ryan,34,Injured,3.0,5.0,Lower body,Anaheim
747,RW,"6'0""",202,Kessel Phil,31,Not Injured,,,,
748,RW,"6'1""",185,Kestner Josh,25,Not Injured,,,,
749,G,"6'2""",185,Keyser Kyle,20,Not Injured,,,,
750,LW,"6'4""",212,Khaira Jujhar,24,Injured,1.0,5.0,Foot,Edmonton
751,G,"5'11""",200,Khudobin Anton,33,Not Injured,,,,
752,G,"6'2""",201,Kielly Jake,22,Not Injured,,,,
753,LW,"6'1""",196,Killorn Alex,29,Not Injured,,,,
754,G,"6'3""",195,Kinkaid Keith,30,Not Injured,,,,
755,LW,"6'3""",183,Kirkland Justin,22,Not Injured,,,,
756,D,"6'0""",207,Kiselevich Bogdan,29,Injured,1.0,2.0,Jaw,Florida
757,G,"6'2""",184,Kivlenieks Matiss,22,Not Injured,,,,
758,D,"6'3""",216,Klefbom Oscar,25,Injured,1.0,21.0,Hand,Edmonton
759,D,"6'2""",180,Klingberg John,26,Injured,1.0,18.0,Hand,Dallas
760,RW,"5'9""",182,Kloos Justin,25,Not Injured,,,,
761,RW,"6'2""",195,Knight Corban,28,Injured,2.0,44.0,Collarbone,Philadelphia
762,RW,"6'2""",195,Knight Corban,28,Injured,2.0,5.0,Upper body,Philadelphia
763,D,"6'2""",193,Koekkoek Slater,25,Not Injured,,,,
764,C,"6'3""",219,Koivu Mikko,36,Injured,2.0,29.0,Knee,Minnesota
765,C,"6'3""",219,Koivu Mikko,36,Injured,2.0,4.0,Lower body,Minnesota
766,RW,"5'11""",209,Komarov Leo,32,Not Injured,,,,
767,C,"5'10""",175,Konecny Travis,22,Not Injured,,,,
768,C,"6'3""",225,Kopitar Anze,31,Not Injured,,,,
769,G,"6'1""",185,Korenar Josef,21,Not Injured,,,,
770,G,"6'3""",182,Korpisalo Joonas,25,Not Injured,,,,
771,G,"6'7""",202,Koskinen Mikko,30,Not Injured,,,,
772,C,"5'10""",180,Kossila Kalle,26,Not Injured,,,,
773,RW,"6'3""",212,Kostin Klim,20,Not Injured,,,,
774,C,"6'2""",184,Kotkaniemi Jesperi,18,Not Injured,,,,
775,LW,"6'3""",222,Kovalchuk Ilya,36,Injured,2.0,10.0,Ankle,Los Angeles
776,LW,"6'3""",222,Kovalchuk Ilya,36,Injured,2.0,1.0,Upper body,Los Angeles
777,RW,"6'0""",209,Kovar Jan,29,Not Injured,,,,
778,D,"6'1""",185,Kral Filip,19,Not Injured,,,,
779,LW,"6'3""",216,Kreider Chris,28,Injured,1.0,3.0,Lower body,NY Rangers
780,C,"6'0""",188,Krejci David,33,Not Injured,,,,
781,D,"6'0""",194,Kronwall Niklas,38,Not Injured,,,,
782,D,"5'9""",186,Krug Torey,28,Injured,2.0,11.0,Ankle,Boston
783,D,"5'9""",186,Krug Torey,28,Injured,2.0,6.0,Concussion,Boston
784,C,"6'0""",186,Kruger Marcus,29,Injured,2.0,4.0,Concussion,Chicago
785,C,"6'0""",186,Kruger Marcus,29,Injured,2.0,3.0,Leg,Chicago
786,RW,"5'11""",178,Kucherov Nikita,26,Not Injured,,,,
787,G,"6'5""",215,Kuemper Darcy,29,Injured,2.0,7.0,Lower body,Arizona/Phoenix
788,G,"6'5""",215,Kuemper Darcy,29,Injured,2.0,1.0,Upper body,Arizona/Phoenix
789,LW,"6'1""",195,Kuffner Ryan,23,Not Injured,,,,
790,RW,"5'11""",185,Kuhlman Karson,23,Not Injured,,,,
791,RW,"6'2""",196,Kuhnhackl Tom,27,Not Injured,,,,
792,D,"6'2""",186,Kukan Dean,25,Not Injured,,,,
793,D,"6'2""",187,Kulak Brett,25,Not Injured,,,,
794,LW,"6'1""",228,Kulemin Nikolay,32,Not Injured,,,,
795,D,"6'1""",204,Kulikov Dmitry,28,Injured,2.0,4.0,Upper body,Winnipeg/Atlanta
796,D,"6'1""",204,Kulikov Dmitry,28,Injured,2.0,12.0,Upper body,Winnipeg/Atlanta
797,C,"6'0""",195,Kunin Luke,21,Injured,1.0,2.0,Upper body,Minnesota
798,LW,"6'0""",188,Kunitz Chris,39,Not Injured,,,,
799,C,"6'1""",195,Kuokkanen Janne,21,Not Injured,,,,
800,C,"6'2""",213,Kuraly Sean,26,Injured,2.0,2.0,Concussion,Boston
801,C,"6'2""",213,Kuraly Sean,26,Injured,2.0,8.0,Hand,Boston
802,C,"6'2""",204,Kuznetsov Evgeny,27,Injured,1.0,6.0,Upper body,Washington
803,D,"6'0""",183,Kylington Oliver,22,Not Injured,,,,
804,C,"6'0""",175,Kyrou Jordan,21,Not Injured,,,,
805,C,"6'2""",208,L'Esperance Joel,23,Not Injured,,,,
806,D,"6'0""",197,LaBlanc Stefan,23,Not Injured,,,,
807,D,"6'2""",200,LaDue Paul,26,Injured,1.0,5.0,Upper body,Los Angeles
808,RW,"5'11""",185,Labanc Kevin,23,Not Injured,,,,
809,RW,"6'1""",182,Laberge Pascal,21,Not Injured,,,,
810,LW,"6'2""",200,Laberge Samuel,22,Not Injured,,,,
811,D,"5'11""",190,Labrie Hubert,27,Not Injured,,,,
812,G,"6'4""",187,Lack Eddie,31,Not Injured,,,,
813,LW,"6'3""",192,Ladd Andrew,33,Injured,2.0,6.0,Knee,NY Islanders
814,LW,"6'3""",192,Ladd Andrew,33,Injured,2.0,44.0,Leg,NY Islanders
815,C,"6'1""",195,Lafferty Sam,24,Not Injured,,,,
816,G,"6'2""",190,Lagace Maxime,26,Not Injured,,,,
817,RW,"6'5""",206,Laine Patrik,21,Not Injured,,,,
818,D,"6'1""",183,Lajoie Max,21,Not Injured,,,,
819,D,"6'1""",184,Lalonde Owen,19,Not Injured,,,,
820,RW,"6'2""",191,Lammikko Juho,23,Not Injured,,,,
821,LW,"6'1""",215,Landeskog Gabriel,26,Injured,1.0,9.0,Shoulder,Colorado
822,LW,"5'10""",176,Lane Matt,25,Not Injured,,,,
823,G,"6'2""",185,Lankinen Kevin,24,Not Injured,,,,
824,RW,"6'1""",174,Lappin Nick,26,Not Injured,,,,
825,RW,"6'1""",198,Larkin Dylan,22,Injured,2.0,5.0,Neck,Detroit
826,RW,"6'1""",198,Larkin Dylan,22,Injured,2.0,1.0,Oblique,Detroit
827,D,"6'3""",208,Larsson Adam,26,Not Injured,,,,
828,G,"6'2""",185,Larsson Filip,20,Not Injured,,,,
829,D,"6'2""",197,Larsson Jacob,22,Injured,1.0,4.0,Charley horse,Anaheim
830,C,"5'11""",198,Larsson Johan,26,Injured,2.0,3.0,Foot,Buffalo
831,C,"5'11""",198,Larsson Johan,26,Injured,2.0,2.0,Upper body,Buffalo
832,D,"6'3""",221,Lashoff Brian,28,Not Injured,,,,
833,C,"6'1""",190,Laughton Scott,25,Not Injured,,,,
834,LW,"6'1""",172,Lauko Jakub,19,Not Injured,,,,
835,D,"6'1""",204,Lauzon Jeremy,22,Not Injured,,,,
836,C,"6'0""",209,Lazar Curtis,24,Not Injured,,,,
837,D,"6'0""",207,Leddy Nick,28,Not Injured,,,,
838,LW,"6'3""",231,Lee Anders,29,Not Injured,,,,
839,LW,"6'0""",177,Lehkonen Artturi,24,Not Injured,,,,
840,G,"6'4""",240,Lehner Robin,27,Injured,2.0,1.0,Back,NY Islanders
841,G,"6'4""",240,Lehner Robin,27,Injured,2.0,3.0,Upper body,NY Islanders
842,C,"6'2""",212,Lehtera Jori,31,Not Injured,,,,
843,G,"6'4""",209,Lehtonen Kari,35,Not Injured,,,,
844,LW,"5'10""",174,Leier Taylor,25,Not Injured,,,,
845,LW,"5'10""",179,Leipsic Brendan,25,Injured,1.0,9.0,Lower body,Los Angeles
846,LW,"6'2""",192,Leivo Josh,26,Injured,1.0,3.0,Back,Vancouver
847,LW,"6'1""",210,Lemieux Brendan,23,Not Injured,,,,
848,D,"6'0""",201,Letang Kris,32,Injured,3.0,1.0,Lower body,Pittsburgh
849,D,"6'0""",201,Letang Kris,32,Injured,3.0,4.0,Upper body,Pittsburgh
850,D,"6'0""",201,Letang Kris,32,Injured,3.0,11.0,Upper body,Pittsburgh
851,C,"5'10""",195,Letestu Mark,34,Not Injured,,,,
852,C,"5'10""",187,Lettieri Vinni,24,Not Injured,,,,
853,C,"6'2""",155,Letunov Maxim,23,Not Injured,,,,
854,D,"6'0""",194,Lewington Tyler,24,Not Injured,,,,
855,C,"6'1""",202,Lewis Trevor,32,Injured,1.0,38.0,Foot,Los Angeles
856,RW,"6'1""",176,Lind Kole,20,Not Injured,,,,
857,C,"6'1""",202,Lindberg Oscar,27,Not Injured,,,,
858,RW,"6'3""",217,Lindberg Tobias,23,Not Injured,,,,
859,LW,"6'1""",191,Lindblom Oskar,22,Not Injured,,,,
860,D,"6'3""",215,Lindell Esa,25,Not Injured,,,,
861,G,"6'2""",190,Lindgren Charlie,25,Not Injured,,,,
862,D,"6'0""",165,Lindgren Jesper,22,Not Injured,,,,
863,D,"6'0""",201,Lindgren Ryan,21,Not Injured,,,,
864,D,"5'11""",191,Lindholm Anton,24,Not Injured,,,,
865,C,"6'1""",195,Lindholm Elias,24,Not Injured,,,,
866,D,"6'3""",211,Lindholm Hampus,25,Injured,1.0,6.0,Lower body,Anaheim
867,C,"6'0""",183,Lindholm Par,27,Not Injured,,,,
868,C,"6'0""",165,Lipanov Alexei,19,Not Injured,,,,
869,C,"6'0""",191,Little Bryan,31,Not Injured,,,,
870,C,"5'9""",170,Lizotte Blake,21,Not Injured,,,,
871,LW,"5'9""",187,Lomberg Ryan,24,Not Injured,,,,
872,RW,"5'9""",170,Lorito Matt,29,Not Injured,,,,
873,D,"6'1""",205,Lovejoy Ben,35,Injured,2.0,3.0,Lower body,New Jersey
874,D,"6'1""",205,Lovejoy Ben,35,Injured,2.0,6.0,Upper body,New Jersey
875,C,"6'5""",210,Lowry Adam,26,Injured,1.0,2.0,Upper body,Winnipeg/Atlanta
876,LW,"6'3""",231,Lucic Milan,31,Injured,2.0,2.0,Hip,Edmonton
877,LW,"6'3""",231,Lucic Milan,31,Injured,2.0,1.0,Lower body,Edmonton
878,RW,"6'2""",196,Luff Matt,22,Not Injured,,,,
879,C,"6'0""",185,Lundestrom Isac,19,Not Injured,,,,
880,G,"6'1""",180,Lundqvist Henrik,37,Not Injured,,,,
881,G,"6'3""",215,Luongo Roberto,40,Injured,2.0,8.0,Knee,Florida
882,G,"6'3""",215,Luongo Roberto,40,Injured,2.0,5.0,Lower body,Florida
883,G,"6'5""",209,Luukkonen Ukko-Pekka,20,Not Injured,,,,
884,C,"6'1""",205,Lynch Kevin,28,Not Injured,,,,
885,G,"6'1""",198,Lyon Alex,26,Injured,1.0,1.0,Lower body,Philadelphia
886,D,"6'2""",201,Lyubushkin Ilya,25,Not Injured,,,,
887,D,"6'0""",173,Lyytinen Joonas,24,Not Injured,,,,
888,D,"6'2""",206,Maatta Olli,24,Injured,1.0,21.0,Upper body,Pittsburgh
889,D,"6'3""",203,MacDermid Kurtis,25,Injured,1.0,3.0,Upper body,Los Angeles
890,D,"6'1""",204,MacDonald Andrew,32,Injured,1.0,6.0,Lower body,Philadelphia
891,D,"6'0""",208,MacDonald Jacob,26,Not Injured,,,,
892,LW,"6'2""",190,MacEachern Mackenzie,25,Not Injured,,,,
893,C,"6'3""",198,MacEwen Zack,22,Not Injured,,,,
894,C,"5'11""",177,MacKenzie Derek,38,Injured,1.0,81.0,Shoulder,Florida
895,C,"6'0""",205,MacKinnon Nathan,23,Not Injured,,,,
896,RW,"6'4""",207,Maenalanen Saku,25,Not Injured,,,,
897,C,"5'10""",190,Magwood Zach,21,Not Injured,,,,
898,D,"6'1""",192,Mahura Josh,21,Not Injured,,,,
899,D,"5'11""",179,Makar Cale,20,Not Injured,,,,
900,C,"5'9""",177,Malgin Denis,22,Injured,1.0,6.0,Upper body,Florida
901,C,"6'3""",195,Malkin Evgeni,32,Injured,2.0,5.0,Upper body,Pittsburgh
902,C,"6'3""",195,Malkin Evgeni,32,Injured,2.0,8.0,Upper body,Pittsburgh
903,LW,"6'2""",207,Malone Brad,30,Not Injured,,,,
904,LW,"6'0""",197,Malone Sean,24,Not Injured,,,,
905,RW,"6'2""",201,Mamin Maxim,24,Not Injured,,,,
906,LW,"5'10""",184,Mangiapane Andrew,23,Not Injured,,,,
907,D,"6'1""",205,Manning Brandon,29,Not Injured,,,,
908,D,"6'3""",216,Manson Josh,27,Injured,1.0,4.0,Upper body,Anaheim
909,RW,"6'5""",225,Mantha Anthony,24,Injured,1.0,15.0,Hand,Detroit
910,LW,"5'9""",181,Marchand Brad,31,Injured,1.0,1.0,Upper body,Boston
911,C,"5'9""",174,Marchessault Jonathan,28,Not Injured,,,,
912,D,"6'5""",213,Marincin Martin,27,Not Injured,,,,
913,RW,"5'10""",185,Markison Colin,26,Not Injured,,,,
914,G,"6'6""",206,Markstrom Jacob,29,Not Injured,,,,
